 Albania,2010,number of immigrants: 5088.0,number male: 2520.0,number female: 2568.0,Occupation: Service occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Algeria,2003,number of immigrants: 493.0,number male: 332.0,number female: 161.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Algeria,2004,number of immigrants: 616.0,number male: 385.0,number female: 230.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Algeria,2005,number of immigrants: 722.0,number male: 452.0,number female: 270.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Algeria,2006,number of immigrants: 825.0,number male: 492.0,number female: 333.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Algeria,2007,number of immigrants: 578.0,number male: 359.0,number female: 219.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Algeria,2008,number of immigrants: 894.0,number male: 567.0,number female: 327.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Algeria,2009,number of immigrants: 1024.0,number male: 665.0,number female: 359.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Algeria,2010,number of immigrants: 808.0,number male: 474.0,number female: 334.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 American Samoa,2003,number of immigrants: 117.0,number male: 47.0,number female: 70.0,Occupation: Service,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 American Samoa,2004,number of immigrants: 137.0,number male: 52.0,number female: 85.0,Occupation: Service,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 American Samoa,2005,number of immigrants: 294.0,number male: 200.0,number female: 94.0,Occupation: Military,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 American Samoa,2006,number of immigrants: 247.0,number male: 140.0,number female: 107.0,Occupation: Military,Leading states of permanent residence: Hawaii,Age: 25-34 years,Marital Status: ?
 American Samoa,2008,number of immigrants: 178.0,number male: 82.0,number female: 96.0,Occupation: Military,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 American Samoa,2009,number of immigrants: 265.0,number male: 146.0,number female: 119.0,Occupation: Military,Leading states of permanent residence: Virginia,Age: 18-24 years,Marital Status: ?
 American Samoa,2010,number of immigrants: 232.0,number male: 97.0,number female: 135.0,Occupation: Military,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Angola,2003,number of immigrants: 64.0,number male: 34.0,number female: 30.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Angola,2004,number of immigrants: 87.0,number male: 35.0,number female: 51.0,Occupation: Executive and managerial,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Angola,2005,number of immigrants: 86.0,number male: 44.0,number female: 42.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Angola,2006,number of immigrants: 106.0,number male: 47.0,number female: 58.0,Occupation: Sales and office occupations,Leading states of permanent residence: Massachusetts,Age: 35-44 years,Marital Status: ?
 Angola,2007,number of immigrants: 105.0,number male: 52.0,number female: 53.0,Occupation: Students or children,Leading states of permanent residence: Massachusetts,Age: 35-44 years,Marital Status: ?
 Angola,2008,number of immigrants: 161.0,number male: 80.0,number female: 81.0,Occupation: Students or children,Leading states of permanent residence: Massachusetts,Age: 35-44 years,Marital Status: ?
 Angola,2009,number of immigrants: 95.0,number male: 55.0,number female: 39.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Massachusetts,Age: 35-44 years,Marital Status: ?
 Angola,2010,number of immigrants: 135.0,number male: 83.0,number female: 52.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Massachusetts,Age: 35-44 years,Marital Status: ?
 Anguilla,2003,number of immigrants: 24.0,number male: 12.0,number female: 12.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 45-54 years,Marital Status: ?
 Anguilla,2004,number of immigrants: 10.0,number male: 0.0,number female: 10.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Anguilla,2006,number of immigrants: 35.0,number male: 19.0,number female: 16.0,Occupation: Students or children,Leading states of permanent residence: U.S. Possessions,Age: 35-44 years,Marital Status: ?
 Anguilla,2008,number of immigrants: 47.0,number male: 20.0,number female: 27.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 45-54 years,Marital Status: ?
 Anguilla,2009,number of immigrants: 29.0,number male: 12.0,number female: 16.0,Occupation: Students or children,Leading states of permanent residence: Georgia,Age: 45-54 years,Marital Status: ?
 Anguilla,2010,number of immigrants: 26.0,number male: 14.0,number female: 12.0,Occupation: Unemployed,Leading states of permanent residence: Georgia,Age: 18-24 years,Marital Status: ?
 Antigua and Barbuda,2003,number of immigrants: 325.0,number male: 141.0,number female: 184.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Antigua and Barbuda,2004,number of immigrants: 357.0,number male: 169.0,number female: 185.0,Occupation: Service,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Antigua and Barbuda,2005,number of immigrants: 371.0,number male: 161.0,number female: 209.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Antigua and Barbuda,2006,number of immigrants: 520.0,number male: 220.0,number female: 300.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Antigua and Barbuda,2008,number of immigrants: 661.0,number male: 253.0,number female: 407.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Antigua and Barbuda,2009,number of immigrants: 456.0,number male: 214.0,number female: 241.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 45-54 years,Marital Status: ?
 Antigua and Barbuda,2010,number of immigrants: 341.0,number male: 150.0,number female: 191.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Argentina,2004,number of immigrants: 1965.0,number male: 939.0,number female: 1017.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Argentina,2005,number of immigrants: 1976.0,number male: 970.0,number female: 1002.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Argentina,2006,number of immigrants: 2695.0,number male: 1230.0,number female: 1461.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Argentina,2008,number of immigrants: 4170.0,number male: 1883.0,number female: 2285.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Argentina,2009,number of immigrants: 3153.0,number male: 1522.0,number female: 1631.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Argentina,2010,number of immigrants: 3140.0,number male: 1512.0,number female: 1628.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Armenia,2003,number of immigrants: 1673.0,number male: 728.0,number female: 945.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Armenia,2004,number of immigrants: 1793.0,number male: 822.0,number female: 971.0,Occupation: Sales,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Armenia,2005,number of immigrants: 1737.0,number male: 758.0,number female: 978.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Armenia,2006,number of immigrants: 1605.0,number male: 702.0,number female: 901.0,Occupation: Students or children,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Armenia,2007,number of immigrants: 1495.0,number male: 612.0,number female: 882.0,Occupation: Students or children,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Armenia,2008,number of immigrants: 2195.0,number male: 912.0,number female: 1282.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Armenia,2009,number of immigrants: 2021.0,number male: 874.0,number female: 1147.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Armenia,2010,number of immigrants: 3168.0,number male: 1379.0,number female: 1789.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Aruba,2003,number of immigrants: 19.0,number male: 0.0,number female: 19.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 45-54 years,Marital Status: ?
 Aruba,2004,number of immigrants: 30.0,number male: 12.0,number female: 18.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 45-54 years,Marital Status: ?
 Aruba,2005,number of immigrants: 39.0,number male: 20.0,number female: 19.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 45-54 years,Marital Status: ?
 Aruba,2006,number of immigrants: 44.0,number male: 16.0,number female: 28.0,Occupation: Students or children,Leading states of permanent residence: Florida,Age: 45-54 years,Marital Status: ?
 Aruba,2008,number of immigrants: 55.0,number male: 29.0,number female: 26.0,Occupation: Students or children,Leading states of permanent residence: Florida,Age: 55-64 years,Marital Status: ?
 Aruba,2010,number of immigrants: 27.0,number male: 9.0,number female: 18.0,Occupation: Sales and office occupations,Leading states of permanent residence: Arizona,Age: 18-24 years,Marital Status: ?
 Asia,2006,number of immigrants: 257125.0,number male: 111280.0,number female: 145435.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Asia,2007,number of immigrants: 238797.0,number male: 103731.0,number female: 134952.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Asia,2008,number of immigrants: 323792.0,number male: 142146.0,number female: 181536.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Asia,2009,number of immigrants: 276375.0,number male: 126079.0,number female: 150230.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Asia,2010,number of immigrants: 251598.0,number male: 115002.0,number female: 136558.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Australia,2003,number of immigrants: 882.0,number male: 431.0,number female: 449.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 45-54 years,Marital Status: ?
 Australia,2004,number of immigrants: 1295.0,number male: 594.0,number female: 695.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Australia,2005,number of immigrants: 1155.0,number male: 543.0,number female: 611.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Australia,2006,number of immigrants: 1240.0,number male: 576.0,number female: 661.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Australia,2008,number of immigrants: 1636.0,number male: 748.0,number female: 888.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Australia,2009,number of immigrants: 1392.0,number male: 679.0,number female: 713.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Australia,2010,number of immigrants: 1202.0,number male: 606.0,number female: 596.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Austria,2003,number of immigrants: 240.0,number male: 106.0,number female: 133.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 55-64 years,Marital Status: ?
 Austria,2004,number of immigrants: 277.0,number male: 127.0,number female: 147.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Austria,2005,number of immigrants: 307.0,number male: 143.0,number female: 163.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Austria,2006,number of immigrants: 359.0,number male: 151.0,number female: 205.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Austria,2007,number of immigrants: 292.0,number male: 148.0,number female: 144.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Austria,2008,number of immigrants: 357.0,number male: 159.0,number female: 197.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Austria,2009,number of immigrants: 303.0,number male: 141.0,number female: 162.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Austria,2010,number of immigrants: 277.0,number male: 142.0,number female: 135.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Azerbaijan,2003,number of immigrants: 886.0,number male: 383.0,number female: 503.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 65 years and over,Marital Status: ?
 Azerbaijan,2004,number of immigrants: 793.0,number male: 324.0,number female: 464.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 65 years and over,Marital Status: ?
 Azerbaijan,2005,number of immigrants: 904.0,number male: 365.0,number female: 537.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Azerbaijan,2006,number of immigrants: 997.0,number male: 412.0,number female: 585.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 45-54 years,Marital Status: ?
 Azerbaijan,2007,number of immigrants: 606.0,number male: 250.0,number female: 356.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Azerbaijan,2008,number of immigrants: 834.0,number male: 348.0,number female: 486.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 45-54 years,Marital Status: ?
 Azerbaijan,2009,number of immigrants: 1005.0,number male: 441.0,number female: 564.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Azerbaijan,2010,number of immigrants: 1233.0,number male: 489.0,number female: 744.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 65 years and over,Marital Status: ?
" Bahamas, The",2003,number of immigrants: 342.0,number male: 147.0,number female: 195.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
" Bahamas, The",2004,number of immigrants: 378.0,number male: 148.0,number female: 229.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
" Bahamas, The",2005,number of immigrants: 343.0,number male: 123.0,number female: 220.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
" Bahamas, The",2006,number of immigrants: 574.0,number male: 198.0,number female: 376.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
" Bahamas, The",2008,number of immigrants: 838.0,number male: 279.0,number female: 559.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
" Bahamas, The",2009,number of immigrants: 569.0,number male: 229.0,number female: 340.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
" Bahamas, The",2010,number of immigrants: 475.0,number male: 193.0,number female: 282.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Bahrain,2003,number of immigrants: 31.0,number male: 15.0,number female: 16.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Bahrain,2004,number of immigrants: 54.0,number male: 30.0,number female: 24.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Bahrain,2005,number of immigrants: 57.0,number male: 33.0,number female: 24.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Bahrain,2006,number of immigrants: 81.0,number male: 43.0,number female: 38.0,Occupation: Students or children,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Bahrain,2007,number of immigrants: 56.0,number male: 29.0,number female: 27.0,Occupation: Students or children,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Bahrain,2008,number of immigrants: 85.0,number male: 49.0,number female: 36.0,Occupation: Students or children,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Bahrain,2009,number of immigrants: 91.0,number male: 48.0,number female: 43.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 25-34 years,Marital Status: ?
 Bahrain,2010,number of immigrants: 102.0,number male: 54.0,number female: 48.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Bangladesh,2003,number of immigrants: 4345.0,number male: 2423.0,number female: 1921.0,Occupation: Sales,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Bangladesh,2004,number of immigrants: 5148.0,number male: 2841.0,number female: 2288.0,Occupation: Sales,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Bangladesh,2005,number of immigrants: 5503.0,number male: 3104.0,number female: 2396.0,Occupation: Sales,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Bangladesh,2006,number of immigrants: 6683.0,number male: 3371.0,number female: 3307.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Bangladesh,2007,number of immigrants: 4746.0,number male: 2573.0,number female: 2172.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Bangladesh,2008,number of immigrants: 5345.0,number male: 2847.0,number female: 2497.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Bangladesh,2009,number of immigrants: 6644.0,number male: 3532.0,number female: 3111.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Bangladesh,2010,number of immigrants: 6979.0,number male: 3629.0,number female: 3350.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Barbados,2003,number of immigrants: 663.0,number male: 266.0,number female: 397.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Barbados,2004,number of immigrants: 650.0,number male: 263.0,number female: 380.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Barbados,2005,number of immigrants: 778.0,number male: 292.0,number female: 482.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Barbados,2006,number of immigrants: 1006.0,number male: 398.0,number female: 607.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Barbados,2008,number of immigrants: 1203.0,number male: 441.0,number female: 762.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Barbados,2009,number of immigrants: 878.0,number male: 362.0,number female: 516.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 45-54 years,Marital Status: ?
 Barbados,2010,number of immigrants: 535.0,number male: 230.0,number female: 305.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 45-54 years,Marital Status: ?
 Belarus,2003,number of immigrants: 1224.0,number male: 578.0,number female: 646.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 65 years and over,Marital Status: ?
 Belarus,2004,number of immigrants: 1464.0,number male: 633.0,number female: 828.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 65 years and over,Marital Status: ?
 Belarus,2005,number of immigrants: 1549.0,number male: 659.0,number female: 890.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 65 years and over,Marital Status: ?
 Belarus,2006,number of immigrants: 1769.0,number male: 758.0,number female: 1010.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Belarus,2007,number of immigrants: 1401.0,number male: 569.0,number female: 832.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Belarus,2008,number of immigrants: 1767.0,number male: 730.0,number female: 1036.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Belarus,2009,number of immigrants: 1583.0,number male: 642.0,number female: 941.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Belarus,2010,number of immigrants: 1523.0,number male: 595.0,number female: 928.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Belgium,2003,number of immigrants: 250.0,number male: 108.0,number female: 141.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Belgium,2004,number of immigrants: 232.0,number male: 104.0,number female: 124.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Belgium,2005,number of immigrants: 247.0,number male: 118.0,number female: 128.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Belgium,2006,number of immigrants: 355.0,number male: 160.0,number female: 195.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belgium,2007,number of immigrants: 248.0,number male: 109.0,number female: 139.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belgium,2008,number of immigrants: 716.0,number male: 322.0,number female: 394.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belgium,2009,number of immigrants: 673.0,number male: 310.0,number female: 363.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belgium,2010,number of immigrants: 523.0,number male: 259.0,number female: 264.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belize,2003,number of immigrants: 665.0,number male: 258.0,number female: 407.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Belize,2004,number of immigrants: 664.0,number male: 259.0,number female: 405.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Belize,2005,number of immigrants: 704.0,number male: 270.0,number female: 433.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Belize,2006,number of immigrants: 918.0,number male: 339.0,number female: 576.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belize,2008,number of immigrants: 1291.0,number male: 413.0,number female: 877.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 45-54 years,Marital Status: ?
 Belize,2009,number of immigrants: 854.0,number male: 346.0,number female: 508.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Belize,2010,number of immigrants: 556.0,number male: 199.0,number female: 357.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Benin,2003,number of immigrants: 27.0,number male: 18.0,number female: 9.0,Occupation: Military,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Benin,2004,number of immigrants: 42.0,number male: 29.0,number female: 13.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Benin,2005,number of immigrants: 56.0,number male: 34.0,number female: 22.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Benin,2006,number of immigrants: 64.0,number male: 47.0,number female: 17.0,Occupation: Students or children,Leading states of permanent residence: Maryland,Age: 35-44 years,Marital Status: ?
