 Georgia,2003,number female,5731.0,number male,5337.0,number of immigrants,11068.0,Professional and technical,2004,number female,3458.0,number male,3422.0,number of immigrants,6880.0,Professional and technical,2005,number female,4232.0,number male,3671.0,number of immigrants,7903.0,Professional and technical,2006,number female,10716.0,number male,9069.0,number of immigrants,19785.0,India,"Management, professional, and related occupations",2007,number female,7729.0,number male,6452.0,number of immigrants,14181.0,Mexico,"Management, professional, and related occupations",2008,number female,10999.0,number male,9418.0,number of immigrants,20417.0,Mexico,"Management, professional, and related occupations",2009,number female,7981.0,number male,7427.0,number of immigrants,15408.0,India,"Management, professional, and related occupations",2010,number female,9478.0,number male,8775.0,number of immigrants,18253.0,India,"Management, professional, and related occupations"
 Guam,2008,number female,558.0,number male,440.0,number of immigrants,998.0,Philippines,"Management, professional, and related occupations",2009,number female,353.0,number male,301.0,number of immigrants,654.0,Philippines,"Management, professional, and related occupations",2010,number female,352.0,number male,292.0,number of immigrants,644.0,Philippines,"Management, professional, and related occupations"
 Hawaii,2003,number female,1332.0,number male,955.0,number of immigrants,2287.0,Service,2004,number female,1105.0,number male,945.0,number of immigrants,2050.0,Military,2005,number female,2948.0,number male,1715.0,number of immigrants,4663.0,Service,2006,number female,3050.0,number male,2226.0,number of immigrants,5276.0,Philippines,Military,2007,number female,2741.0,number male,1780.0,number of immigrants,4521.0,Philippines,Service occupations,2008,number female,3113.0,number male,2092.0,number of immigrants,5205.0,Philippines,Service occupations,2009,number female,2206.0,number male,1538.0,number of immigrants,3744.0,Philippines,"Management, professional, and related occupations",2010,number female,1808.0,number male,1382.0,number of immigrants,3190.0,Philippines,Service occupations
 Idaho,2003,number female,36.0,number male,20.0,number of immigrants,56.0,Professional and technical,2004,number female,456.0,number male,408.0,number of immigrants,864.0,Service,2005,number female,609.0,number male,488.0,number of immigrants,1097.0,"Operators, fabricators, laborers",2006,number female,536.0,number male,444.0,number of immigrants,980.0,Mexico,"Management, professional, and related occupations",2007,number female,707.0,number male,554.0,number of immigrants,1261.0,Mexico,"Production, transportation, and material moving occupations",2008,number female,1246.0,number male,994.0,number of immigrants,2240.0,Mexico,"Production, transportation, and material moving occupations",2009,number female,877.0,number male,797.0,number of immigrants,1674.0,Mexico,"Management, professional, and related occupations",2010,number female,589.0,number male,513.0,number of immigrants,1102.0,Mexico,"Management, professional, and related occupations"
 Illinois,2003,number female,12202.0,number male,11199.0,number of immigrants,23401.0,"Operators, fabricators, laborers",2004,number female,15791.0,number male,13641.0,number of immigrants,29432.0,"Operators, fabricators, laborers",2005,number female,14857.0,number male,12882.0,number of immigrants,27739.0,Professional and technical,2006,number female,16521.0,number male,13635.0,number of immigrants,30156.0,Mexico,"Management, professional, and related occupations",2007,number female,20904.0,number male,17831.0,number of immigrants,38735.0,Mexico,"Management, professional, and related occupations",2008,number female,24615.0,number male,20608.0,number of immigrants,45224.0,Mexico,"Management, professional, and related occupations",2009,number female,14225.0,number male,13887.0,number of immigrants,28112.0,Mexico,"Management, professional, and related occupations",2010,number female,13601.0,number male,12579.0,number of immigrants,26180.0,Mexico,"Management, professional, and related occupations"
 Indiana,2003,number female,1441.0,number male,1284.0,number of immigrants,2725.0,Professional and technical,2004,number female,1257.0,number male,1198.0,number of immigrants,2455.0,Professional and technical,2005,number female,1386.0,number male,1264.0,number of immigrants,2650.0,Professional and technical,2006,number female,2076.0,number male,1809.0,number of immigrants,3885.0,Mexico,"Management, professional, and related occupations",2007,number female,1980.0,number male,1672.0,number of immigrants,3652.0,Mexico,"Management, professional, and related occupations",2008,number female,2715.0,number male,2389.0,number of immigrants,5104.0,Mexico,"Management, professional, and related occupations",2009,number female,2160.0,number male,2101.0,number of immigrants,4261.0,Mexico,"Management, professional, and related occupations",2010,number female,1997.0,number male,1869.0,number of immigrants,3866.0,India,"Management, professional, and related occupations"
 Iowa,2003,number female,566.0,number male,557.0,number of immigrants,1123.0,"Operators, fabricators, laborers",2004,number female,681.0,number male,633.0,number of immigrants,1314.0,"Operators, fabricators, laborers",2005,number female,113.0,number male,121.0,number of immigrants,234.0,"Operators, fabricators, laborers",2006,number female,409.0,number male,396.0,number of immigrants,805.0,Mexico,"Production, transportation, and material moving occupations",2007,number female,1110.0,number male,983.0,number of immigrants,2093.0,Mexico,"Production, transportation, and material moving occupations",2008,number female,1877.0,number male,1626.0,number of immigrants,3503.0,Mexico,"Production, transportation, and material moving occupations",2009,number female,1118.0,number male,1080.0,number of immigrants,2198.0,Mexico,"Management, professional, and related occupations",2010,number female,938.0,number male,920.0,number of immigrants,1858.0,Mexico,"Management, professional, and related occupations"
 Kansas,2003,number female,993.0,number male,904.0,number of immigrants,1897.0,Professional and technical,2004,number female,1116.0,number male,977.0,number of immigrants,2093.0,"Operators, fabricators, laborers",2005,number female,991.0,number male,823.0,number of immigrants,1814.0,"Operators, fabricators, laborers",2006,number female,1312.0,number male,1197.0,number of immigrants,2509.0,Mexico,"Production, transportation, and material moving occupations",2007,number female,1269.0,number male,1137.0,number of immigrants,2406.0,Mexico,"Production, transportation, and material moving occupations",2008,number female,2235.0,number male,1837.0,number of immigrants,4072.0,Mexico,"Production, transportation, and material moving occupations",2009,number female,1622.0,number male,1507.0,number of immigrants,3129.0,Mexico,"Management, professional, and related occupations",2010,number female,1275.0,number male,1217.0,number of immigrants,2492.0,Mexico,"Management, professional, and related occupations"
 Kentucky,2003,number female,789.0,number male,754.0,number of immigrants,1543.0,Professional and technical,2004,number female,629.0,number male,678.0,number of immigrants,1307.0,Professional and technical,2005,number female,950.0,number male,870.0,number of immigrants,1820.0,Military,2006,number female,1095.0,number male,954.0,number of immigrants,2049.0,Bosnia and Herzegovina,Students or children,2007,number female,1246.0,number male,1010.0,number of immigrants,2256.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2008,number female,1655.0,number male,1438.0,number of immigrants,3093.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2009,number female,1153.0,number male,1237.0,number of immigrants,2390.0,India,"Management, professional, and related occupations",2010,number female,1140.0,number male,1258.0,number of immigrants,2398.0,India,"Management, professional, and related occupations"
 Louisiana,2003,number female,883.0,number male,819.0,number of immigrants,1702.0,Service,2004,number female,747.0,number male,711.0,number of immigrants,1458.0,Professional and technical,2005,number female,905.0,number male,795.0,number of immigrants,1700.0,Professional and technical,2006,number female,738.0,number male,598.0,number of immigrants,1336.0,Vietnam,"Management, professional, and related occupations",2007,number female,1231.0,number male,1009.0,number of immigrants,2240.0,Vietnam,"Management, professional, and related occupations",2008,number female,1716.0,number male,1300.0,number of immigrants,3018.0,Vietnam,"Management, professional, and related occupations",2009,number female,1705.0,number male,1697.0,number of immigrants,3402.0,Vietnam,"Management, professional, and related occupations",2010,number female,1257.0,number male,1166.0,number of immigrants,2423.0,Vietnam,"Management, professional, and related occupations"
 Maine,2003,number female,244.0,number male,183.0,number of immigrants,427.0,"Operators, fabricators, laborers",2004,number female,327.0,number male,221.0,number of immigrants,548.0,Professional and technical,2005,number female,439.0,number male,333.0,number of immigrants,772.0,Professional and technical,2006,number female,462.0,number male,340.0,number of immigrants,802.0,Somalia,"Management, professional, and related occupations",2007,number female,435.0,number male,293.0,number of immigrants,728.0,Somalia,Students or children,2008,number female,542.0,number male,382.0,number of immigrants,924.0,Canada,Students or children,2009,number female,391.0,number male,338.0,number of immigrants,729.0,Somalia,"Management, professional, and related occupations",2010,number female,464.0,number male,375.0,number of immigrants,839.0,Somalia,Unemployed
 Maryland,2003,number female,7671.0,number male,6165.0,number of immigrants,13836.0,Professional and technical,2004,number female,6907.0,number male,5388.0,number of immigrants,12295.0,Professional and technical,2005,number female,6683.0,number male,4820.0,number of immigrants,11503.0,Professional and technical,2006,number female,8271.0,number male,6194.0,number of immigrants,14465.0,India,"Management, professional, and related occupations",2007,number female,6467.0,number male,5146.0,number of immigrants,11613.0,India,"Management, professional, and related occupations",2008,number female,13195.0,number male,10147.0,number of immigrants,23342.0,El Salvador,"Management, professional, and related occupations",2009,number female,8830.0,number male,8269.0,number of immigrants,17099.0,India,"Management, professional, and related occupations",2010,number female,8684.0,number male,7536.0,number of immigrants,16220.0,India,"Management, professional, and related occupations"
 Massachusetts,2003,number female,6272.0,number male,5189.0,number of immigrants,11461.0,Professional and technical,2004,number female,8868.0,number male,7395.0,number of immigrants,16263.0,Professional and technical,2005,number female,12651.0,number male,10034.0,number of immigrants,22685.0,Professional and technical,2006,number female,12778.0,number male,10154.0,number of immigrants,22932.0,Dominican Republic,Students or children,2007,number female,11568.0,number male,9384.0,number of immigrants,20952.0,Dominican Republic,"Management, professional, and related occupations",2008,number female,16039.0,number male,12689.0,number of immigrants,28728.0,Dominican Republic,"Management, professional, and related occupations",2009,number female,11301.0,number male,10447.0,number of immigrants,21748.0,Dominican Republic,"Management, professional, and related occupations",2010,number female,11102.0,number male,9993.0,number of immigrants,21095.0,India,"Management, professional, and related occupations"
 Michigan,2003,number female,2723.0,number male,2468.0,number of immigrants,5191.0,Professional and technical,2004,number female,7761.0,number male,6854.0,number of immigrants,14615.0,Professional and technical,2005,number female,5961.0,number male,5457.0,number of immigrants,11418.0,Professional and technical,2006,number female,6229.0,number male,5446.0,number of immigrants,11675.0,India,"Management, professional, and related occupations",2007,number female,5732.0,number male,4946.0,number of immigrants,10678.0,India,"Management, professional, and related occupations",2008,number female,7858.0,number male,6776.0,number of immigrants,14634.0,India,"Management, professional, and related occupations",2009,number female,5415.0,number male,5288.0,number of immigrants,10703.0,India,"Management, professional, and related occupations",2010,number female,5698.0,number male,5463.0,number of immigrants,11162.0,India,"Management, professional, and related occupations"
 Minnesota,2003,number female,3533.0,number male,2693.0,number of immigrants,6226.0,"Operators, fabricators, laborers",2004,number female,4274.0,number male,3439.0,number of immigrants,7713.0,"Operators, fabricators, laborers",2005,number female,4035.0,number male,3348.0,number of immigrants,7383.0,"Operators, fabricators, laborers",2006,number female,4903.0,number male,4234.0,number of immigrants,9137.0,Somalia,Students or children,2007,number female,5005.0,number male,4119.0,number of immigrants,9124.0,Somalia,"Management, professional, and related occupations",2008,number female,5017.0,number male,4203.0,number of immigrants,9220.0,Somalia,"Management, professional, and related occupations",2009,number female,4747.0,number male,4342.0,number of immigrants,9089.0,Somalia,"Management, professional, and related occupations",2010,number female,4814.0,number male,4206.0,number of immigrants,9020.0,Somalia,"Management, professional, and related occupations"
 Mississippi,2003,number female,246.0,number male,199.0,number of immigrants,445.0,Professional and technical,2004,number female,304.0,number male,253.0,number of immigrants,557.0,Professional and technical,2005,number female,268.0,number male,252.0,number of immigrants,520.0,Professional and technical,2006,number female,281.0,number male,214.0,number of immigrants,495.0,India,"Management, professional, and related occupations",2007,number female,361.0,number male,296.0,number of immigrants,657.0,India,"Management, professional, and related occupations",2008,number female,546.0,number male,398.0,number of immigrants,944.0,Vietnam,"Management, professional, and related occupations",2009,number female,601.0,number male,569.0,number of immigrants,1170.0,Vietnam,"Management, professional, and related occupations",2010,number female,497.0,number male,470.0,number of immigrants,967.0,India,"Management, professional, and related occupations"
 Missouri,2003,number female,1708.0,number male,1547.0,number of immigrants,3255.0,"Operators, fabricators, laborers",2004,number female,2143.0,number male,1856.0,number of immigrants,3999.0,Professional and technical,2005,number female,1465.0,number male,1268.0,number of immigrants,2733.0,Professional and technical,2006,number female,2089.0,number male,1622.0,number of immigrants,3711.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2007,number female,2434.0,number male,1803.0,number of immigrants,4237.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2008,number female,3184.0,number male,2665.0,number of immigrants,5849.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2009,number female,2360.0,number male,2166.0,number of immigrants,4526.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2010,number female,2286.0,number male,2102.0,number of immigrants,4388.0,India,"Management, professional, and related occupations"
 Montana,2003,number female,48.0,number male,33.0,number of immigrants,81.0,Service,2004,number female,178.0,number male,107.0,number of immigrants,285.0,Professional and technical,2005,number female,144.0,number male,65.0,number of immigrants,209.0,Professional and technical,2006,number female,143.0,number male,82.0,number of immigrants,225.0,Canada,"Management, professional, and related occupations",2007,number female,167.0,number male,84.0,number of immigrants,251.0,Canada,"Management, professional, and related occupations",2008,number female,245.0,number male,113.0,number of immigrants,358.0,Canada,"Management, professional, and related occupations",2009,number female,176.0,number male,91.0,number of immigrants,267.0,Canada,"Management, professional, and related occupations",2010,number female,178.0,number male,81.0,number of immigrants,259.0,Canada,"Management, professional, and related occupations"
 Nebraska,2003,number female,366.0,number male,423.0,number of immigrants,789.0,"Operators, fabricators, laborers",2004,number female,748.0,number male,789.0,number of immigrants,1537.0,"Operators, fabricators, laborers",2005,number female,718.0,number male,647.0,number of immigrants,1365.0,"Operators, fabricators, laborers",2006,number female,924.0,number male,873.0,number of immigrants,1797.0,Mexico,"Production, transportation, and material moving occupations",2007,number female,1118.0,number male,1070.0,number of immigrants,2188.0,Mexico,"Production, transportation, and material moving occupations",2008,number female,1508.0,number male,1358.0,number of immigrants,2866.0,Mexico,"Production, transportation, and material moving occupations",2009,number female,819.0,number male,825.0,number of immigrants,1644.0,Mexico,"Production, transportation, and material moving occupations",2010,number female,834.0,number male,756.0,number of immigrants,1590.0,Mexico,"Production, transportation, and material moving occupations"
 Nevada,2003,number female,2334.0,number male,1761.0,number of immigrants,4095.0,Service,2004,number female,2569.0,number male,2053.0,number of immigrants,4622.0,Service,2005,number female,3429.0,number male,2472.0,number of immigrants,5901.0,Service,2006,number female,4600.0,number male,3602.0,number of immigrants,8202.0,Mexico,Service occupations,2007,number female,4771.0,number male,3592.0,number of immigrants,8363.0,Mexico,Service occupations,2008,number female,7530.0,number male,5620.0,number of immigrants,13150.0,Mexico,Service occupations,2009,number female,4762.0,number male,3708.0,number of immigrants,8470.0,Mexico,"Management, professional, and related occupations",2010,number female,3655.0,number male,3136.0,number of immigrants,6791.0,Philippines,Service occupations
 New Hampshire,2003,number female,530.0,number male,497.0,number of immigrants,1027.0,Professional and technical,2004,number female,514.0,number male,444.0,number of immigrants,958.0,Professional and technical,2005,number female,526.0,number male,445.0,number of immigrants,971.0,Professional and technical,2006,number female,1391.0,number male,1092.0,number of immigrants,2483.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2007,number female,1035.0,number male,786.0,number of immigrants,1821.0,India,"Management, professional, and related occupations",2008,number female,884.0,number male,733.0,number of immigrants,1617.0,India,"Management, professional, and related occupations",2009,number female,801.0,number male,691.0,number of immigrants,1492.0,India,"Management, professional, and related occupations",2010,number female,867.0,number male,803.0,number of immigrants,1670.0,India,"Management, professional, and related occupations"
 New Jersey,2003,number female,12450.0,number male,10518.0,number of immigrants,22968.0,Professional and technical,2004,number female,16201.0,number male,14090.0,number of immigrants,30291.0,Professional and technical,2005,number female,18204.0,number male,14956.0,number of immigrants,33160.0,"Operators, fabricators, laborers",2006,number female,22038.0,number male,17763.0,number of immigrants,39801.0,India,"Management, professional, and related occupations",2007,number female,19171.0,number male,16064.0,number of immigrants,35235.0,India,"Management, professional, and related occupations",2008,number female,33612.0,number male,26332.0,number of immigrants,59950.0,India,"Management, professional, and related occupations",2009,number female,18203.0,number male,16874.0,number of immigrants,35077.0,India,"Management, professional, and related occupations",2010,number female,17897.0,number male,15960.0,number of immigrants,33864.0,India,"Management, professional, and related occupations"
 New Mexico,2003,number female,575.0,number male,418.0,number of immigrants,993.0,Professional and technical,2004,number female,815.0,number male,634.0,number of immigrants,1449.0,Professional and technical,2005,number female,808.0,number male,593.0,number of immigrants,1401.0,Military,2006,number female,843.0,number male,695.0,number of immigrants,1538.0,Mexico,Students or children,2007,number female,986.0,number male,718.0,number of immigrants,1704.0,Mexico,Students or children,2008,number female,1738.0,number male,1320.0,number of immigrants,3058.0,Mexico,Students or children,2009,number female,1643.0,number male,1419.0,number of immigrants,3062.0,Mexico,"Management, professional, and related occupations",2010,number female,1195.0,number male,1010.0,number of immigrants,2205.0,Mexico,"Management, professional, and related occupations"
 New York,2003,number female,35530.0,number male,28358.0,number of immigrants,63888.0,Service,2004,number female,35212.0,number male,31022.0,number of immigrants,66234.0,Service,2005,number female,46898.0,number male,37726.0,number of immigrants,84624.0,Service,2006,number female,57436.0,number male,46434.0,number of immigrants,103870.0,Dominican Republic,Students or children,2007,number female,40817.0,number male,32859.0,number of immigrants,73676.0,Dominican Republic,Students or children,2008,number female,50873.0,number male,39698.0,number of immigrants,90572.0,Dominican Republic,Students or children,2009,number female,47380.0,number male,41353.0,number of immigrants,88733.0,Dominican Republic,"Management, professional, and related occupations",2010,number female,36498.0,number male,31474.0,number of immigrants,67972.0,China,"Management, professional, and related occupations"
 North Carolina,2003,number female,1652.0,number male,1925.0,number of immigrants,3577.0,Military,2004,number female,2377.0,number male,2707.0,number of immigrants,5084.0,Professional and technical,2005,number female,2880.0,number male,2982.0,number of immigrants,5862.0,Professional and technical,2006,number female,6464.0,number male,6128.0,number of immigrants,12592.0,India,"Management, professional, and related occupations",2007,number female,3349.0,number male,3257.0,number of immigrants,6606.0,Mexico,"Management, professional, and related occupations",2008,number female,4329.0,number male,4180.0,number of immigrants,8509.0,Mexico,"Management, professional, and related occupations",2009,number female,8446.0,number male,7848.0,number of immigrants,16294.0,Mexico,"Management, professional, and related occupations",2010,number female,5125.0,number male,4863.0,number of immigrants,9988.0,India,"Management, professional, and related occupations"
 North Dakota,2003,number female,83.0,number male,63.0,number of immigrants,146.0,Professional and technical,2004,number female,130.0,number male,137.0,number of immigrants,267.0,Military,2005,number female,107.0,number male,96.0,number of immigrants,203.0,Military,2006,number female,169.0,number male,160.0,number of immigrants,329.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2007,number female,210.0,number male,205.0,number of immigrants,415.0,Bosnia and Herzegovina,"Production, transportation, and material moving occupations",2008,number female,188.0,number male,148.0,number of immigrants,336.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2009,number female,146.0,number male,127.0,number of immigrants,273.0,Bosnia and Herzegovina,"Management, professional, and related occupations",2010,number female,166.0,number male,120.0,number of immigrants,286.0,Philippines,"Management, professional, and related occupations"
 Ohio,2003,number female,1532.0,number male,1232.0,number of immigrants,2764.0,Professional and technical,2004,number female,4525.0,number male,4065.0,number of immigrants,8590.0,Professional and technical,2005,number female,5108.0,number male,4307.0,number of immigrants,9415.0,Professional and technical,2006,number female,4777.0,number male,4019.0,number of immigrants,8796.0,India,"Management, professional, and related occupations",2007,number female,5067.0,number male,4183.0,number of immigrants,9250.0,India,"Management, professional, and related occupations",2008,number female,5958.0,number male,5183.0,number of immigrants,11142.0,India,"Management, professional, and related occupations",2009,number female,4069.0,number male,4003.0,number of immigrants,8072.0,India,"Management, professional, and related occupations",2010,number female,4359.0,number male,4258.0,number of immigrants,8617.0,India,"Management, professional, and related occupations"
 Oklahoma,2003,number female,845.0,number male,728.0,number of immigrants,1573.0,Professional and technical,2004,number female,923.0,number male,842.0,number of immigrants,1765.0,Professional and technical,2005,number female,1012.0,number male,787.0,number of immigrants,1799.0,Professional and technical,2006,number female,1186.0,number male,1060.0,number of immigrants,2246.0,Mexico,Students or children,2007,number female,972.0,number male,840.0,number of immigrants,1812.0,Mexico,"Management, professional, and related occupations",2008,number female,1903.0,number male,1432.0,number of immigrants,3335.0,Mexico,"Management, professional, and related occupations",2009,number female,1177.0,number male,1079.0,number of immigrants,2256.0,Mexico,"Management, professional, and related occupations",2010,number female,1301.0,number male,1377.0,number of immigrants,2678.0,Mexico,"Management, professional, and related occupations"
 Oregon,2003,number female,2411.0,number male,1889.0,number of immigrants,4300.0,Professional and technical,2004,number female,2038.0,number male,1574.0,number of immigrants,3612.0,Service,2005,number female,2778.0,number male,1999.0,number of immigrants,4777.0,Professional and technical,2006,number female,2446.0,number male,1886.0,number of immigrants,4332.0,Mexico,"Management, professional, and related occupations",2007,number female,3119.0,number male,2453.0,number of immigrants,5572.0,Mexico,"Management, professional, and related occupations",2008,number female,5265.0,number male,3992.0,number of immigrants,9257.0,Mexico,"Management, professional, and related occupations",2009,number female,2701.0,number male,2350.0,number of immigrants,5051.0,Mexico,"Management, professional, and related occupations",2010,number female,2697.0,number male,2213.0,number of immigrants,4910.0,Mexico,"Management, professional, and related occupations"
